order_id,product_id,add_to_cart_order,reordered,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order,product_name,aisle_id,department_id,aisle,department
18214,33120,1,1,37804,prior,3,3,19,23.0,Organic Egg Whites,86,16,eggs,dairy eggs
18392,33120,1,1,171807,prior,97,0,0,2.0,Organic Egg Whites,86,16,eggs,dairy eggs
18478,33120,2,1,41807,prior,21,6,17,16.0,Organic Egg Whites,86,16,eggs,dairy eggs
18617,33120,5,0,18745,prior,2,1,9,21.0,Organic Egg Whites,86,16,eggs,dairy eggs
18661,33120,5,1,173079,prior,24,1,12,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
18889,33120,1,1,39663,prior,57,1,16,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
18946,33120,13,1,61974,prior,10,2,13,10.0,Organic Egg Whites,86,16,eggs,dairy eggs
19065,33120,1,0,102665,prior,6,0,12,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
19079,33120,10,1,112450,prior,56,0,11,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
19105,33120,21,1,100260,prior,4,3,8,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
19151,33120,3,1,178021,prior,26,1,13,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
19375,33120,7,1,168570,prior,8,0,17,14.0,Organic Egg Whites,86,16,eggs,dairy eggs
19409,33120,3,1,40226,prior,44,5,6,9.0,Organic Egg Whites,86,16,eggs,dairy eggs
19427,33120,14,1,70355,prior,22,0,15,8.0,Organic Egg Whites,86,16,eggs,dairy eggs
19845,33120,6,1,50000,prior,8,2,9,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
20070,33120,1,1,131204,prior,6,2,17,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
20104,33120,16,1,49312,prior,10,2,11,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
20509,33120,19,1,201623,prior,55,3,11,8.0,Organic Egg Whites,86,16,eggs,dairy eggs
20556,33120,20,0,13701,prior,88,4,12,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
20568,33120,11,0,50649,prior,19,5,14,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
20711,33120,5,1,152128,prior,6,5,20,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
20793,33120,3,1,178601,prior,3,0,19,23.0,Organic Egg Whites,86,16,eggs,dairy eggs
21033,33120,2,1,126235,prior,14,0,15,13.0,Organic Egg Whites,86,16,eggs,dairy eggs
21418,33120,1,1,8310,prior,26,3,9,9.0,Organic Egg Whites,86,16,eggs,dairy eggs
21459,33120,10,0,86359,prior,13,4,9,29.0,Organic Egg Whites,86,16,eggs,dairy eggs
21527,33120,8,0,141357,prior,19,6,10,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
21658,33120,5,1,163110,prior,60,2,9,8.0,Organic Egg Whites,86,16,eggs,dairy eggs
21667,33120,4,1,198072,prior,20,6,11,11.0,Organic Egg Whites,86,16,eggs,dairy eggs
21711,33120,6,1,165680,prior,6,1,16,26.0,Organic Egg Whites,86,16,eggs,dairy eggs
21767,33120,10,0,114362,prior,5,4,10,17.0,Organic Egg Whites,86,16,eggs,dairy eggs
21798,33120,9,1,105177,prior,40,1,9,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
21952,33120,7,1,74336,prior,32,1,12,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
21965,33120,9,0,57210,prior,6,5,11,15.0,Organic Egg Whites,86,16,eggs,dairy eggs
22066,33120,1,0,130753,prior,50,1,12,1.0,Organic Egg Whites,86,16,eggs,dairy eggs
22342,33120,3,1,37560,prior,14,4,20,8.0,Organic Egg Whites,86,16,eggs,dairy eggs
22457,33120,2,1,30479,prior,32,0,14,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
22859,33120,3,1,159140,prior,31,0,15,2.0,Organic Egg Whites,86,16,eggs,dairy eggs
22922,33120,17,0,19575,prior,6,3,13,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
22994,33120,4,1,76466,prior,34,3,7,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
23027,33120,1,1,17151,prior,18,2,12,17.0,Organic Egg Whites,86,16,eggs,dairy eggs
23139,33120,4,1,71438,prior,8,2,7,12.0,Organic Egg Whites,86,16,eggs,dairy eggs
23142,33120,4,0,148156,prior,4,4,7,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
23188,33120,2,1,45152,prior,7,6,11,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
23488,33120,4,1,9249,prior,18,1,20,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
23517,33120,11,0,19036,prior,1,5,12,,Organic Egg Whites,86,16,eggs,dairy eggs
23776,33120,1,0,82782,prior,24,1,10,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
24049,33120,2,1,173855,prior,4,0,6,28.0,Organic Egg Whites,86,16,eggs,dairy eggs
24236,33120,7,1,146630,prior,19,1,12,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
24924,33120,1,1,171807,prior,94,0,12,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
25131,33120,1,1,30479,prior,28,0,16,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
25356,33120,11,1,200156,prior,74,0,20,8.0,Organic Egg Whites,86,16,eggs,dairy eggs
26109,33120,4,0,80413,prior,18,1,16,28.0,Organic Egg Whites,86,16,eggs,dairy eggs
26248,33120,2,1,161977,prior,9,0,15,10.0,Organic Egg Whites,86,16,eggs,dairy eggs
26249,33120,5,1,8167,prior,19,6,11,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
26346,33120,4,1,155396,prior,43,1,14,15.0,Organic Egg Whites,86,16,eggs,dairy eggs
26372,33120,22,0,150964,prior,5,3,8,13.0,Organic Egg Whites,86,16,eggs,dairy eggs
26491,33120,5,1,109864,prior,30,1,10,12.0,Organic Egg Whites,86,16,eggs,dairy eggs
26514,33120,11,1,159498,prior,9,4,13,26.0,Organic Egg Whites,86,16,eggs,dairy eggs
26593,33120,3,0,60723,prior,29,0,23,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
26835,33120,6,1,64962,prior,18,2,13,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
27301,33120,24,0,22982,prior,5,2,14,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
27344,33120,1,1,184727,prior,5,2,17,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
27457,33120,1,1,123036,prior,10,1,11,14.0,Organic Egg Whites,86,16,eggs,dairy eggs
27541,33120,1,1,40074,prior,9,6,7,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
27970,33120,2,1,27593,prior,4,1,22,19.0,Organic Egg Whites,86,16,eggs,dairy eggs
28166,33120,2,1,191785,prior,6,1,12,0.0,Organic Egg Whites,86,16,eggs,dairy eggs
28189,33120,2,1,3283,prior,6,1,13,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
28207,33120,15,0,107842,prior,18,0,17,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
28232,33120,6,0,141073,prior,15,1,11,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
28516,33120,10,1,123038,prior,4,0,9,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
28518,33120,11,0,138060,prior,2,4,14,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
28543,33120,9,0,175721,prior,8,2,10,2.0,Organic Egg Whites,86,16,eggs,dairy eggs
28557,33120,20,0,4477,prior,8,2,21,10.0,Organic Egg Whites,86,16,eggs,dairy eggs
28572,33120,9,1,16908,prior,49,3,16,11.0,Organic Egg Whites,86,16,eggs,dairy eggs
28588,33120,6,1,57226,prior,37,0,10,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
28687,33120,12,1,163239,prior,3,1,10,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
28825,33120,4,1,116565,prior,53,3,21,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
29027,33120,16,0,182598,prior,22,4,15,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
29310,33120,8,1,161307,prior,5,0,14,14.0,Organic Egg Whites,86,16,eggs,dairy eggs
29662,33120,7,0,116843,prior,1,1,15,,Organic Egg Whites,86,16,eggs,dairy eggs
29788,33120,4,1,177066,prior,3,0,17,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
29910,33120,5,1,89453,prior,4,1,8,0.0,Organic Egg Whites,86,16,eggs,dairy eggs
30034,33120,3,1,197605,prior,18,1,16,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
30338,33120,12,1,101976,prior,39,0,10,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
30391,33120,9,1,44374,prior,16,6,21,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
30553,33120,3,0,26027,prior,9,1,9,25.0,Organic Egg Whites,86,16,eggs,dairy eggs
30831,33120,9,1,60086,prior,32,0,19,2.0,Organic Egg Whites,86,16,eggs,dairy eggs
31286,33120,3,0,96898,prior,7,1,11,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
31292,33120,4,1,33915,prior,8,6,14,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
31365,33120,14,1,152544,prior,31,4,14,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
31415,33120,7,0,30077,prior,63,2,15,2.0,Organic Egg Whites,86,16,eggs,dairy eggs
31420,33120,3,1,153003,prior,16,3,14,13.0,Organic Egg Whites,86,16,eggs,dairy eggs
31642,33120,21,0,181583,prior,6,6,20,12.0,Organic Egg Whites,86,16,eggs,dairy eggs
31705,33120,12,1,114505,prior,24,0,19,9.0,Organic Egg Whites,86,16,eggs,dairy eggs
31756,33120,3,1,25867,prior,31,4,8,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
31905,33120,1,1,16036,prior,4,4,15,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
31911,33120,5,1,203842,prior,4,4,10,9.0,Organic Egg Whites,86,16,eggs,dairy eggs
32026,33120,11,1,190287,prior,8,2,10,28.0,Organic Egg Whites,86,16,eggs,dairy eggs
32236,33120,2,0,180135,prior,1,6,15,,Organic Egg Whites,86,16,eggs,dairy eggs
32256,33120,15,1,143114,prior,13,6,8,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
32442,33120,9,1,107024,prior,65,2,13,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
33153,33120,18,1,54408,prior,53,6,8,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
33430,33120,5,1,74383,prior,31,5,18,12.0,Organic Egg Whites,86,16,eggs,dairy eggs
33477,33120,1,0,197481,prior,1,6,12,,Organic Egg Whites,86,16,eggs,dairy eggs
33846,33120,10,0,75870,prior,2,4,16,13.0,Organic Egg Whites,86,16,eggs,dairy eggs
34126,33120,3,1,90303,prior,21,4,19,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
34160,33120,2,1,77154,prior,16,1,23,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
34271,33120,5,1,191821,prior,37,6,12,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
34471,33120,1,1,148296,prior,33,4,7,29.0,Organic Egg Whites,86,16,eggs,dairy eggs
35018,33120,7,1,139570,prior,13,5,9,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
35164,33120,12,1,42242,prior,13,2,12,16.0,Organic Egg Whites,86,16,eggs,dairy eggs
35348,33120,2,1,5669,prior,19,0,8,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
35421,33120,3,1,187105,prior,11,3,10,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
35598,33120,4,0,121303,prior,74,0,17,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
35694,33120,9,1,50569,prior,17,1,18,13.0,Organic Egg Whites,86,16,eggs,dairy eggs
35876,33120,5,1,161977,prior,7,1,8,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
35895,33120,7,1,59140,prior,44,0,16,10.0,Organic Egg Whites,86,16,eggs,dairy eggs
35897,33120,3,1,40074,prior,10,0,11,8.0,Organic Egg Whites,86,16,eggs,dairy eggs
35940,33120,5,0,93933,prior,2,6,21,13.0,Organic Egg Whites,86,16,eggs,dairy eggs
36023,33120,10,1,108187,prior,34,3,7,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
36492,33120,12,1,109796,prior,17,6,13,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
36798,33120,3,1,56587,prior,63,0,10,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
37142,33120,3,1,74197,prior,18,4,8,13.0,Organic Egg Whites,86,16,eggs,dairy eggs
37181,33120,32,1,22903,prior,23,6,11,13.0,Organic Egg Whites,86,16,eggs,dairy eggs
37664,33120,9,1,56478,prior,9,1,12,27.0,Organic Egg Whites,86,16,eggs,dairy eggs
37861,33120,8,0,143422,prior,42,1,17,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
37983,33120,1,0,45498,prior,1,2,16,,Organic Egg Whites,86,16,eggs,dairy eggs
38054,33120,7,1,101711,prior,19,5,11,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
38254,33120,2,0,65177,prior,1,0,10,,Organic Egg Whites,86,16,eggs,dairy eggs
38435,33120,7,1,3803,prior,16,0,11,8.0,Organic Egg Whites,86,16,eggs,dairy eggs
38486,33120,5,0,62483,prior,1,6,13,,Organic Egg Whites,86,16,eggs,dairy eggs
38558,33120,11,1,175605,prior,13,6,11,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
38577,33120,6,1,187975,prior,6,5,9,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
38694,33120,18,1,57585,prior,8,1,22,11.0,Organic Egg Whites,86,16,eggs,dairy eggs
38852,33120,1,1,9399,prior,11,4,10,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
38890,33120,9,0,54311,prior,9,0,16,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
38987,33120,1,1,124203,prior,33,1,11,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
39055,33120,8,1,152759,prior,22,0,18,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
39176,33120,13,0,98700,prior,10,2,7,22.0,Organic Egg Whites,86,16,eggs,dairy eggs
39294,33120,1,0,128197,prior,16,0,20,17.0,Organic Egg Whites,86,16,eggs,dairy eggs
39311,33120,6,1,39583,prior,2,4,9,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
39468,33120,8,0,205211,prior,3,5,16,18.0,Organic Egg Whites,86,16,eggs,dairy eggs
39673,33120,8,1,93057,prior,2,5,8,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
40117,33120,14,0,171807,prior,13,0,15,14.0,Organic Egg Whites,86,16,eggs,dairy eggs
40768,33120,5,1,167909,prior,48,3,6,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
41345,33120,7,1,120974,prior,13,0,16,2.0,Organic Egg Whites,86,16,eggs,dairy eggs
41416,33120,8,1,153750,prior,35,5,9,13.0,Organic Egg Whites,86,16,eggs,dairy eggs
41520,33120,1,0,58825,prior,24,1,14,8.0,Organic Egg Whites,86,16,eggs,dairy eggs
41549,33120,1,1,119821,prior,6,1,16,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
41635,33120,3,1,126715,prior,15,5,9,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
41851,33120,5,1,115840,prior,3,2,11,8.0,Organic Egg Whites,86,16,eggs,dairy eggs
41962,33120,5,1,57362,prior,27,4,17,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
42505,33120,2,1,51663,prior,3,6,19,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
42687,33120,16,1,786,prior,33,2,11,2.0,Organic Egg Whites,86,16,eggs,dairy eggs
42803,33120,8,0,32313,prior,26,6,19,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
43071,33120,18,0,46208,prior,22,0,10,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
43116,33120,4,1,165365,prior,56,4,13,11.0,Organic Egg Whites,86,16,eggs,dairy eggs
43329,33120,7,1,107074,prior,35,2,17,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
43405,33120,11,0,106987,prior,1,2,19,,Organic Egg Whites,86,16,eggs,dairy eggs
43689,33120,8,1,129083,prior,66,2,13,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
43779,33120,2,1,102001,prior,23,3,9,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
43781,33120,21,1,40582,prior,27,6,18,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
44465,33120,2,1,49247,prior,15,2,14,9.0,Organic Egg Whites,86,16,eggs,dairy eggs
44511,33120,8,1,188573,prior,81,1,11,12.0,Organic Egg Whites,86,16,eggs,dairy eggs
44717,33120,4,1,166051,prior,19,6,15,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
44960,33120,18,1,135282,prior,19,0,12,10.0,Organic Egg Whites,86,16,eggs,dairy eggs
44981,33120,3,1,168827,prior,44,1,12,9.0,Organic Egg Whites,86,16,eggs,dairy eggs
